FACULTAD;PROGRAMA;SEDE;MODALIDAD;TIPO INSCRIPCION;Número de CUOTAS;SEXO;Número de Estudiantes;VALOR MATRICULA BRUTA;VALOR MATRICULA NETA
INGENIERIA;ESPECIALIZACIÓN EN GESTIÓN DE INTEGRIDAD Y CORROSIÓN;TUNJA;Virtual;OPCIÓN DE GRADO PREGRADO (RES 16-2009);2;M;7;57190536;49811112
INGENIERIA;ESPECIALIZACIÓN EN GESTIÓN DE INTEGRIDAD Y CORROSIÓN;TUNJA;Virtual;OPCIÓN DE GRADO PREGRADO (RES 16-2009);1;M;11;101509780;86708232
INGENIERIA;ESPECIALIZACIÓN EN INFRAESTRUCTURA VIAL;TUNJA;Presencial;INSCRIPCIÓN REGULAR;2;F;3;27672840;22556786
INGENIERIA;ESPECIALIZACIÓN EN INFRAESTRUCTURA VIAL;TUNJA;Presencial;INSCRIPCIÓN REGULAR;2;M;3;23983128;18448560
INGENIERIA;ESPECIALIZACIÓN EN INFRAESTRUCTURA VIAL;TUNJA;Presencial;INSCRIPCIÓN REGULAR;1;F;2;18448560;10607922
INGENIERIA;ESPECIALIZACIÓN EN INFRAESTRUCTURA VIAL;TUNJA;Presencial;INSCRIPCIÓN REGULAR;1;M;5;46121400;23060700
INGENIERIA;ESPECIALIZACIÓN EN INFRAESTRUCTURA VIAL;TUNJA;Presencial;OPCIÓN DE GRADO PREGRADO (RES 16-2009);1;F;2;20622854;1778968
INGENIERIA;ESPECIALIZACIÓN EN INFRAESTRUCTURA VIAL;TUNJA;Presencial;OPCIÓN DE GRADO PREGRADO (RES 16-2009);1;M;1;9224280;7840638
INGENIERIA;ESPECIALIZACIÓN EN INGENIERIA DE LOS RECURSOS HIDRICO;TUNJA;Otra;INSCRIPCIÓN REGULAR;2;M;5;35052264;27672840
INGENIERIA;ESPECIALIZACIÓN EN INGENIERIA DE LOS RECURSOS HIDRICO;TUNJA;Otra;INSCRIPCIÓN REGULAR;1;F;1;9224280;8763066
INGENIERIA;ESPECIALIZACIÓN EN INGENIERIA DE LOS RECURSOS HIDRICO;TUNJA;Otra;INSCRIPCIÓN REGULAR;1;M;6;55345680;43815330
INGENIERIA;ESPECIALIZACIÓN EN INGENIERIA DE LOS RECURSOS HIDRICO;TUNJA;Otra;OPCIÓN DE GRADO PREGRADO (RES 16-2009);1;F;1;9224280;7840638
INGENIERIA;ESPECIALIZACIÓN EN INGENIERIA DE LOS RECURSOS HIDRICO;TUNJA;Otra;OPCIÓN DE GRADO PREGRADO (RES 16-2009);1;M;1;9224280;7840638
INGENIERIA;ESPECIALIZACIÓN EN INGENIERÍA FERROVIARIA;TUNJA;Virtual;INSCRIPCIÓN REGULAR;2;F;12;107044348;93626442
INGENIERIA;ESPECIALIZACIÓN EN INGENIERÍA FERROVIARIA;TUNJA;Virtual;INSCRIPCIÓN REGULAR;2;M;26;214421810;181171702
INGENIERIA;ESPECIALIZACIÓN EN INGENIERÍA FERROVIARIA;TUNJA;Virtual;INSCRIPCIÓN REGULAR;1;F;9;83018520;71026956
INGENIERIA;ESPECIALIZACIÓN EN INGENIERÍA FERROVIARIA;TUNJA;Virtual;INSCRIPCIÓN REGULAR;1;M;25;230103086;200585390
INGENIERIA;ESPECIALIZACIÓN EN INGENIERÍA FERROVIARIA;TUNJA;Virtual;OPCIÓN DE GRADO PREGRADO (RES 16-2009);2;F;1;9224280;7379424
INGENIERIA;ESPECIALIZACIÓN EN INGENIERÍA FERROVIARIA;TUNJA;Virtual;OPCIÓN DE GRADO PREGRADO (RES 16-2009);2;M;1;9224280;7379424
INGENIERIA;ESPECIALIZACIÓN EN INGENIERÍA FERROVIARIA;TUNJA;Virtual;OPCIÓN DE GRADO PREGRADO (RES 16-2009);1;M;2;18448560;15681276
INGENIERIA;ESPECIALIZACIÓN EN METALURGIA EXTRACTIVA SOSTENIBLE;TUNJA;Virtual;INSCRIPCIÓN REGULAR;2;M;1;9224280;7379424
INGENIERIA;ESPECIALIZACIÓN EN METALURGIA EXTRACTIVA SOSTENIBLE;TUNJA;Virtual;INSCRIPCIÓN REGULAR;1;M;5;46121400;43354116
INGENIERIA;ESPECIALIZACIÓN EN METALURGIA EXTRACTIVA SOSTENIBLE;TUNJA;Virtual;OPCIÓN DE GRADO PREGRADO (RES 16-2009);1;M;4;36897120;31319852
INGENIERIA;ESPECIALIZACIÓN EN PROGRAMACIÓN PARA CIENCIA DE DATOS;TUNJA;Otra;INSCRIPCIÓN REGULAR;2;F;1;9224280;7379424
INGENIERIA;ESPECIALIZACIÓN EN PROGRAMACIÓN PARA CIENCIA DE DATOS;TUNJA;Otra;INSCRIPCIÓN REGULAR;1;F;1;9224280;0
INGENIERIA;ESPECIALIZACIÓN EN PROGRAMACIÓN PARA CIENCIA DE DATOS;TUNJA;Otra;OPCIÓN DE GRADO PREGRADO (RES 16-2009);1;F;1;9224280;7840638
INGENIERIA;ESPECIALIZACIÓN EN PROGRAMACIÓN PARA CIENCIA DE DATOS;TUNJA;Otra;OPCIÓN DE GRADO PREGRADO (RES 16-2009);1;M;11;101467080;86161618
INGENIERIA;ESPECIALIZACIÓN EN TRÁNSITO Y TRANSPORTE;SANTA FE DE BOGOTA;Presencial;INSCRIPCIÓN REGULAR;2;F;4;41048046;34591050
INGENIERIA;ESPECIALIZACIÓN EN TRÁNSITO Y TRANSPORTE;SANTA FE DE BOGOTA;Presencial;INSCRIPCIÓN REGULAR;2;M;2;23521914;21677058
INGENIERIA;ESPECIALIZACIÓN EN TRÁNSITO Y TRANSPORTE;SANTA FE DE BOGOTA;Presencial;INSCRIPCIÓN REGULAR;1;F;3;27672840;22138272
INGENIERIA;ESPECIALIZACIÓN EN TRÁNSITO Y TRANSPORTE;SANTA FE DE BOGOTA;Presencial;INSCRIPCIÓN REGULAR;1;M;13;119915640;98657096
INGENIERIA;ESPECIALIZACIÓN EN TRÁNSITO Y TRANSPORTE;SANTA FE DE BOGOTA;Presencial;OPCIÓN DE GRADO PREGRADO (RES 16-2009);2;M;1;9224280;7379424
INGENIERIA;ESPECIALIZACIÓN EN TRÁNSITO Y TRANSPORTE;TUNJA;Presencial;INSCRIPCIÓN REGULAR;2;F;1;9224280;7379424
INGENIERIA;ESPECIALIZACIÓN EN TRÁNSITO Y TRANSPORTE;TUNJA;Presencial;INSCRIPCIÓN REGULAR;2;M;5;42431688;37819548
INGENIERIA;ESPECIALIZACIÓN EN TRÁNSITO Y TRANSPORTE;TUNJA;Presencial;INSCRIPCIÓN REGULAR;1;F;1;9224280;7379424
INGENIERIA;ESPECIALIZACIÓN EN TRÁNSITO Y TRANSPORTE;TUNJA;Presencial;INSCRIPCIÓN REGULAR;1;M;4;36897120;30901338
INGENIERIA;ESPECIALIZACIÓN EN TRÁNSITO Y TRANSPORTE;TUNJA;Presencial;OPCIÓN DE GRADO PREGRADO (RES 16-2009);2;F;2;18448560;14758848
INGENIERIA;ESPECIALIZACIÓN EN TRÁNSITO Y TRANSPORTE;TUNJA;Presencial;OPCIÓN DE GRADO PREGRADO (RES 16-2009);2;M;2;18448560;14758848
INGENIERIA;ESPECIALIZACIÓN EN TRÁNSITO Y TRANSPORTE;TUNJA;Presencial;OPCIÓN DE GRADO PREGRADO (RES 16-2009);1;F;1;9224280;7379424
INGENIERIA;ESPECIALIZACIÓN EN TRÁNSITO Y TRANSPORTE;TUNJA;Presencial;OPCIÓN DE GRADO PREGRADO (RES 16-2009);1;M;3;24905640;5842120
INGENIERIA;MAESTRÍA EN GEOTECNIA;TUNJA;Presencial;INSCRIPCIÓN REGULAR;2;M;3;27672840;23983128
INGENIERIA;MAESTRÍA EN GEOTECNIA;TUNJA;Presencial;INSCRIPCIÓN REGULAR;1;F;5;46121400;26750412
INGENIERIA;MAESTRÍA EN GEOTECNIA;TUNJA;Presencial;INSCRIPCIÓN REGULAR;1;M;8;73794240;31362552
INGENIERIA;MAESTRÍA EN GERENCIA DE PROYECTOS DE CONSTRUCCIÓN;TUNJA;Presencial;INSCRIPCIÓN REGULAR;2;M;3;20293416;14758848
INGENIERIA;MAESTRÍA EN GERENCIA DE PROYECTOS DE CONSTRUCCIÓN;TUNJA;Presencial;INSCRIPCIÓN REGULAR;1;F;11;84555900;45198972
INGENIERIA;MAESTRÍA EN GERENCIA DE PROYECTOS DE CONSTRUCCIÓN;TUNJA;Presencial;INSCRIPCIÓN REGULAR;1;M;18;149433380;76734516
INGENIERIA;MAESTRÍA EN GESTIÓN DE INTEGRIDAD Y CORROSIÓN;SANTA FE DE BOGOTA;Presencial;INSCRIPCIÓN REGULAR;1;M;1;9224280;4612140
INGENIERIA;MAESTRÍA EN GESTIÓN DE INTEGRIDAD Y CORROSIÓN;TUNJA;Virtual;INSCRIPCIÓN REGULAR;2;F;3;27672840;23983128
INGENIERIA;MAESTRÍA EN GESTIÓN DE INTEGRIDAD Y CORROSIÓN;TUNJA;Virtual;INSCRIPCIÓN REGULAR;2;M;4;40586832;35052264
INGENIERIA;MAESTRÍA EN GESTIÓN DE INTEGRIDAD Y CORROSIÓN;TUNJA;Virtual;INSCRIPCIÓN REGULAR;1;F;3;27672840;12913992
INGENIERIA;MAESTRÍA EN GESTIÓN DE INTEGRIDAD Y CORROSIÓN;TUNJA;Virtual;INSCRIPCIÓN REGULAR;1;M;4;36897120;21168869
INGENIERIA;MAESTRÍA EN INGENIERÍA AMBIENTAL;TUNJA;Presencial;INSCRIPCIÓN REGULAR;1;M;1;9224280;7840638
INGENIERIA;MAESTRÍA EN INGENIERÍA CON ENFASIS EN TRANSPORTE, EN TRANSITO Y EN INFRAESTRUCTURA VIAL;TUNJA;Presencial;INSCRIPCIÓN REGULAR;2;M;4;36897120;31362552
INGENIERIA;MAESTRÍA EN INGENIERÍA CON ENFASIS EN TRANSPORTE, EN TRANSITO Y EN INFRAESTRUCTURA VIAL;TUNJA;Presencial;INSCRIPCIÓN REGULAR;1;F;5;46121400;22138272
INGENIERIA;MAESTRÍA EN INGENIERÍA CON ENFASIS EN TRANSPORTE, EN TRANSITO Y EN INFRAESTRUCTURA VIAL;TUNJA;Presencial;INSCRIPCIÓN REGULAR;1;M;21;193709880;94087656
INGENIERIA;MAESTRÍA EN METALÚRGIA Y CIENCIA DE MATERIALES;TUNJA;Presencial;INSCRIPCIÓN REGULAR;2;F;2;9224280;7379424
INGENIERIA;MAESTRÍA EN METALÚRGIA Y CIENCIA DE MATERIALES;TUNJA;Presencial;INSCRIPCIÓN REGULAR;1;F;3;13836420;6410021
INGENIERIA;MAESTRÍA EN METALÚRGIA Y CIENCIA DE MATERIALES;TUNJA;Presencial;INSCRIPCIÓN REGULAR;1;M;11;50733540;23156787
INGENIERIA;MAESTRÍA EN METALÚRGIA Y CIENCIA DE MATERIALES;TUNJA;Presencial;OPCIÓN DE GRADO PREGRADO (RES 16-2009);1;F;4;18448560;8301852
INGENIERIA;MAESTRÍA EN METALÚRGIA Y CIENCIA DE MATERIALES;TUNJA;Presencial;OPCIÓN DE GRADO PREGRADO (RES 16-2009);1;M;7;32284980;9503999
SECCIONAL DUITAMA;ESPECIALIZACIÓN EN ESTADÍSTICA ;DUITAMA;Presencial;INSCRIPCIÓN REGULAR;2;M;2;12299040;9839232
SECCIONAL DUITAMA;ESPECIALIZACIÓN EN ESTADÍSTICA ;DUITAMA;Presencial;INSCRIPCIÓN REGULAR;1;F;1;6149520;4919616
SECCIONAL DUITAMA;ESPECIALIZACIÓN EN ESTADÍSTICA ;DUITAMA;Presencial;OPCIÓN DE GRADO PREGRADO (RES 16-2009);1;F;1;6149520;5227092
SECCIONAL DUITAMA;ESPECIALIZACIÓN EN ESTADÍSTICA ;DUITAMA;Presencial;OPCIÓN DE GRADO PREGRADO (RES 16-2009);1;M;5;33002424;17526132
SECCIONAL DUITAMA;ESPECIALIZACIÓN EN GESTIÓN DE LA PRODUCTIVIDAD Y MEJORAMIENTO CONTINUO;DUITAMA;Presencial;INSCRIPCIÓN REGULAR;2;F;3;18448560;15681276
SECCIONAL DUITAMA;ESPECIALIZACIÓN EN GESTIÓN DE LA PRODUCTIVIDAD Y MEJORAMIENTO CONTINUO;DUITAMA;Presencial;INSCRIPCIÓN REGULAR;1;F;1;6149520;5227092
SECCIONAL DUITAMA;ESPECIALIZACIÓN EN GESTIÓN DE LA PRODUCTIVIDAD Y MEJORAMIENTO CONTINUO;DUITAMA;Presencial;OPCIÓN DE GRADO PREGRADO (RES 16-2009);2;F;5;30747600;25213032
SECCIONAL DUITAMA;ESPECIALIZACIÓN EN GESTIÓN DE LA PRODUCTIVIDAD Y MEJORAMIENTO CONTINUO;DUITAMA;Presencial;OPCIÓN DE GRADO PREGRADO (RES 16-2009);2;M;4;22138272;17833608
SECCIONAL DUITAMA;ESPECIALIZACIÓN EN GESTIÓN DE LA PRODUCTIVIDAD Y MEJORAMIENTO CONTINUO;DUITAMA;Presencial;OPCIÓN DE GRADO PREGRADO (RES 16-2009);1;F;19;116840880;97734668
SECCIONAL DUITAMA;ESPECIALIZACIÓN EN GESTIÓN DE LA PRODUCTIVIDAD Y MEJORAMIENTO CONTINUO;DUITAMA;Presencial;OPCIÓN DE GRADO PREGRADO (RES 16-2009);1;M;7;43046640;36282168
SECCIONAL DUITAMA;ESPECIALIZACIÓN EN GESTIÓN ESTRATÉGICA DE PROYECTOS ;DUITAMA;Presencial;INSCRIPCIÓN REGULAR;2;F;3;15988752;14143896
SECCIONAL DUITAMA;ESPECIALIZACIÓN EN GESTIÓN ESTRATÉGICA DE PROYECTOS ;DUITAMA;Presencial;INSCRIPCIÓN REGULAR;2;M;3;15988752;12299040
SECCIONAL DUITAMA;ESPECIALIZACIÓN EN GESTIÓN ESTRATÉGICA DE PROYECTOS ;DUITAMA;Presencial;INSCRIPCIÓN REGULAR;1;F;2;12299040;10146708
SECCIONAL DUITAMA;ESPECIALIZACIÓN EN GESTIÓN ESTRATÉGICA DE PROYECTOS ;DUITAMA;Presencial;INSCRIPCIÓN REGULAR;1;M;4;24598080;22138272
SECCIONAL DUITAMA;ESPECIALIZACIÓN EN GESTIÓN ESTRATÉGICA DE PROYECTOS ;DUITAMA;Presencial;OPCIÓN DE GRADO PREGRADO (RES 16-2009);2;F;2;12299040;10454184
SECCIONAL DUITAMA;ESPECIALIZACIÓN EN GESTIÓN ESTRATÉGICA DE PROYECTOS ;DUITAMA;Presencial;OPCIÓN DE GRADO PREGRADO (RES 16-2009);2;M;5;28287792;23983128
SECCIONAL DUITAMA;ESPECIALIZACIÓN EN GESTIÓN ESTRATÉGICA DE PROYECTOS ;DUITAMA;Presencial;OPCIÓN DE GRADO PREGRADO (RES 16-2009);1;F;20;123033100;103926888
SECCIONAL DUITAMA;ESPECIALIZACIÓN EN GESTIÓN ESTRATÉGICA DE PROYECTOS ;DUITAMA;Presencial;OPCIÓN DE GRADO PREGRADO (RES 16-2009);1;M;14;86093280;73179288
SECCIONAL DUITAMA;ESPECIALIZACIÓN EN INFORMÁTICA PARA LA DOCENCIA;DUITAMA;Presencial;INSCRIPCIÓN REGULAR;1;F;1;6149520;5227092
SECCIONAL DUITAMA;ESPECIALIZACIÓN EN INFORMÁTICA PARA LA DOCENCIA;DUITAMA;Presencial;OPCIÓN DE GRADO PREGRADO (RES 16-2009);2;F;11;62725104;50426064
SECCIONAL DUITAMA;ESPECIALIZACIÓN EN INFORMÁTICA PARA LA DOCENCIA;DUITAMA;Presencial;OPCIÓN DE GRADO PREGRADO (RES 16-2009);2;M;3;15988752;12299040
SECCIONAL DUITAMA;ESPECIALIZACIÓN EN INFORMÁTICA PARA LA DOCENCIA;DUITAMA;Presencial;OPCIÓN DE GRADO PREGRADO (RES 16-2009);1;F;14;91012896;76869000
SECCIONAL DUITAMA;ESPECIALIZACIÓN EN INFORMÁTICA PARA LA DOCENCIA;DUITAMA;Presencial;OPCIÓN DE GRADO PREGRADO (RES 16-2009);1;M;9;55345680;46736352
SECCIONAL DUITAMA;ESPECIALIZACIÓN EN PEDAGOGÍA DE LOS DERECHOS HUMANOS ;DUITAMA;Presencial;INSCRIPCIÓN REGULAR;2;F;2;9224280;8071245
SECCIONAL DUITAMA;ESPECIALIZACIÓN EN PEDAGOGÍA DE LOS DERECHOS HUMANOS ;DUITAMA;Presencial;INSCRIPCIÓN REGULAR;2;M;2;7379424;5995782
SECCIONAL DUITAMA;ESPECIALIZACIÓN EN PEDAGOGÍA DE LOS DERECHOS HUMANOS ;DUITAMA;Presencial;INSCRIPCIÓN REGULAR;1;F;4;18448560;14989455
SECCIONAL DUITAMA;ESPECIALIZACIÓN EN PEDAGOGÍA DE LOS DERECHOS HUMANOS ;DUITAMA;Presencial;INSCRIPCIÓN REGULAR;1;M;1;4612140;3920319
SECCIONAL DUITAMA;ESPECIALIZACIÓN EN PEDAGOGÍA DE LOS DERECHOS HUMANOS ;DUITAMA;Presencial;OPCIÓN DE GRADO PREGRADO (RES 16-2009);2;F;9;41509260;34591050
SECCIONAL DUITAMA;ESPECIALIZACIÓN EN PEDAGOGÍA DE LOS DERECHOS HUMANOS ;DUITAMA;Presencial;OPCIÓN DE GRADO PREGRADO (RES 16-2009);2;M;5;21215844;17987346
SECCIONAL DUITAMA;ESPECIALIZACIÓN EN PEDAGOGÍA DE LOS DERECHOS HUMANOS ;DUITAMA;Presencial;OPCIÓN DE GRADO PREGRADO (RES 16-2009);1;F;23;106079220;89851330
SECCIONAL DUITAMA;ESPECIALIZACIÓN EN PEDAGOGÍA DE LOS DERECHOS HUMANOS ;DUITAMA;Presencial;OPCIÓN DE GRADO PREGRADO (RES 16-2009);1;M;10;46121400;36346231
SECCIONAL DUITAMA;ESPECIALIZACIÓN EN PLANIFICACIÓN DEL TURISMO SOSTENIBLE;DUITAMA;Presencial;OPCIÓN DE GRADO PREGRADO (RES 16-2009);1;F;13;79943760;67952196
SECCIONAL DUITAMA;ESPECIALIZACIÓN EN PLANIFICACIÓN DEL TURISMO SOSTENIBLE;DUITAMA;Presencial;OPCIÓN DE GRADO PREGRADO (RES 16-2009);1;M;2;12299040;10454184
SECCIONAL DUITAMA;ESPECIALIZACIÓN EN PLANIFICACIÓN Y REGULACIÓN ENERGÉTICA;DUITAMA;Presencial;INSCRIPCIÓN REGULAR;2;M;2;12299040;10761660
SECCIONAL DUITAMA;ESPECIALIZACIÓN EN PLANIFICACIÓN Y REGULACIÓN ENERGÉTICA;DUITAMA;Presencial;INSCRIPCIÓN REGULAR;1;M;2;15373800;12683385
SECCIONAL DUITAMA;ESPECIALIZACIÓN EN PLANIFICACIÓN Y REGULACIÓN ENERGÉTICA;DUITAMA;Presencial;OPCIÓN DE GRADO PREGRADO (RES 16-2009);2;M;2;15373800;12299040
SECCIONAL DUITAMA;ESPECIALIZACIÓN EN PLANIFICACIÓN Y REGULACIÓN ENERGÉTICA;DUITAMA;Presencial;OPCIÓN DE GRADO PREGRADO (RES 16-2009);1;F;2;15373800;13452075
SECCIONAL DUITAMA;ESPECIALIZACIÓN EN PLANIFICACIÓN Y REGULACIÓN ENERGÉTICA;DUITAMA;Presencial;OPCIÓN DE GRADO PREGRADO (RES 16-2009);1;M;10;76869000;64527260
SECCIONAL DUITAMA;MAESTRÍA EN AGROINDUSTRIA ALIMENTARIA E INNOVACIÓN;DUITAMA;Presencial;INSCRIPCIÓN REGULAR;2;F;1;9224280;7379424
SECCIONAL DUITAMA;MAESTRÍA EN AGROINDUSTRIA ALIMENTARIA E INNOVACIÓN;DUITAMA;Presencial;INSCRIPCIÓN REGULAR;2;M;1;9224280;7379424
SECCIONAL DUITAMA;MAESTRÍA EN AGROINDUSTRIA ALIMENTARIA E INNOVACIÓN;DUITAMA;Presencial;INSCRIPCIÓN REGULAR;1;F;5;46121400;35052264
SECCIONAL DUITAMA;MAESTRÍA EN AGROINDUSTRIA ALIMENTARIA E INNOVACIÓN;DUITAMA;Presencial;INSCRIPCIÓN REGULAR;1;M;1;9224280;7840638
SECCIONAL DUITAMA;MAESTRÍA EN AGROINDUSTRIA ALIMENTARIA E INNOVACIÓN;DUITAMA;Presencial;OPCIÓN DE GRADO PREGRADO (RES 16-2009);2;F;1;9224280;7379424
SECCIONAL DUITAMA;MAESTRÍA EN ENERGÍAS RENOVABLES;DUITAMA;Presencial;INSCRIPCIÓN REGULAR;2;F;2;18448560;15681276
SECCIONAL DUITAMA;MAESTRÍA EN ENERGÍAS RENOVABLES;DUITAMA;Presencial;INSCRIPCIÓN REGULAR;1;F;3;27672840;11069136
SECCIONAL DUITAMA;MAESTRÍA EN ENERGÍAS RENOVABLES;DUITAMA;Presencial;INSCRIPCIÓN REGULAR;1;M;7;64569960;21677058
SECCIONAL DUITAMA;MAESTRÍA EN ENERGÍAS RENOVABLES;DUITAMA;Presencial;OPCIÓN DE GRADO PREGRADO (RES 16-2009);2;M;2;18448560;14758848
SECCIONAL DUITAMA;MAESTRÍA EN ENERGÍAS RENOVABLES;DUITAMA;Presencial;OPCIÓN DE GRADO PREGRADO (RES 16-2009);1;F;2;18448560;14758848
SECCIONAL DUITAMA;MAESTRÍA EN ENERGÍAS RENOVABLES;DUITAMA;Presencial;OPCIÓN DE GRADO PREGRADO (RES 16-2009);1;M;16;147588480;86665532
SECCIONAL DUITAMA;MAESTRÍA EN GESTIÓN ESTRATÉGICA DE PROYECTOS;DUITAMA;Presencial;INSCRIPCIÓN REGULAR;2;M;1;9224280;7379424
SECCIONAL DUITAMA;MAESTRÍA EN GESTIÓN ESTRATÉGICA DE PROYECTOS;DUITAMA;Presencial;INSCRIPCIÓN REGULAR;1;F;3;27672840;4612140
SECCIONAL DUITAMA;MAESTRÍA EN GESTIÓN ESTRATÉGICA DE PROYECTOS;DUITAMA;Presencial;INSCRIPCIÓN REGULAR;1;M;2;18448560;4477620
SECCIONAL DUITAMA;MAESTRÍA EN GESTIÓN ESTRATÉGICA DE PROYECTOS;DUITAMA;Presencial;OPCIÓN DE GRADO PREGRADO (RES 16-2009);2;F;1;9224280;7379424
SECCIONAL DUITAMA;MAESTRÍA EN GESTIÓN ESTRATÉGICA DE PROYECTOS;DUITAMA;Presencial;OPCIÓN DE GRADO PREGRADO (RES 16-2009);2;M;1;9224280;7379424
SECCIONAL DUITAMA;MAESTRÍA EN GESTIÓN ESTRATÉGICA DE PROYECTOS;DUITAMA;Presencial;OPCIÓN DE GRADO PREGRADO (RES 16-2009);1;F;1;9224280;3689712
SECCIONAL DUITAMA;MAESTRÍA EN GESTIÓN ESTRATÉGICA DE PROYECTOS;DUITAMA;Presencial;OPCIÓN DE GRADO PREGRADO (RES 16-2009);1;M;4;36897120;12644952
SECCIONAL DUITAMA;MAESTRÍA EN INNOVACIÓN Y MARKETING TURÍSTICO;DUITAMA;Virtual;INSCRIPCIÓN REGULAR;2;F;2;15373800;12299040
SECCIONAL DUITAMA;MAESTRÍA EN INNOVACIÓN Y MARKETING TURÍSTICO;DUITAMA;Virtual;INSCRIPCIÓN REGULAR;2;M;1;7686900;6149520
SECCIONAL DUITAMA;MAESTRÍA EN INNOVACIÓN Y MARKETING TURÍSTICO;DUITAMA;Virtual;INSCRIPCIÓN REGULAR;1;F;2;15373800;6149520
SECCIONAL DUITAMA;MAESTRÍA EN INNOVACIÓN Y MARKETING TURÍSTICO;DUITAMA;Virtual;INSCRIPCIÓN REGULAR;1;M;2;15373800;12299040
SECCIONAL DUITAMA;MAESTRÍA EN INNOVACIÓN Y MARKETING TURÍSTICO;DUITAMA;Virtual;OPCIÓN DE GRADO PREGRADO (RES 16-2009);1;F;4;30747600;15373800
SECCIONAL DUITAMA;MAESTRÍA EN INNOVACIÓN Y MARKETING TURÍSTICO;DUITAMA;Virtual;OPCIÓN DE GRADO PREGRADO (RES 16-2009);1;M;2;15373800;7686900
SECCIONAL DUITAMA;MAESTRÍA EN ROBÓTICA EDUCATIVA;DUITAMA;Otra;INSCRIPCIÓN REGULAR;2;M;2;11069136;8763066
SECCIONAL DUITAMA;MAESTRÍA EN ROBÓTICA EDUCATIVA;DUITAMA;Otra;INSCRIPCIÓN REGULAR;1;M;3;27672840;5534568
SECCIONAL DUITAMA;MAESTRÍA EN ROBÓTICA EDUCATIVA;DUITAMA;Otra;OPCIÓN DE GRADO PREGRADO (RES 16-2009);2;M;1;9224280;7379424
SECCIONAL DUITAMA;MAESTRÍA EN ROBÓTICA EDUCATIVA;DUITAMA;Otra;OPCIÓN DE GRADO PREGRADO (RES 16-2009);1;M;8;81216364;44233844
SECCIONAL DUITAMA;MAESTRÍA EN TIC APLICADAS A LAS CIENCIAS DE LA EDUCACIÓN ;DUITAMA;Presencial;INSCRIPCIÓN REGULAR;2;F;1;9224280;8763066
SECCIONAL DUITAMA;MAESTRÍA EN TIC APLICADAS A LAS CIENCIAS DE LA EDUCACIÓN ;DUITAMA;Presencial;INSCRIPCIÓN REGULAR;1;F;3;27672840;16007970
SECCIONAL DUITAMA;MAESTRÍA EN TIC APLICADAS A LAS CIENCIAS DE LA EDUCACIÓN ;DUITAMA;Presencial;INSCRIPCIÓN REGULAR;1;M;5;46121400;28548293
SECCIONAL DUITAMA;MAESTRÍA EN TIC APLICADAS A LAS CIENCIAS DE LA EDUCACIÓN ;DUITAMA;Presencial;OPCIÓN DE GRADO PREGRADO (RES 16-2009);1;F;4;36897120;13701900
SECCIONAL DUITAMA;MAESTRÍA EN TIC APLICADAS A LAS CIENCIAS DE LA EDUCACIÓN ;DUITAMA;Presencial;OPCIÓN DE GRADO PREGRADO (RES 16-2009);1;M;2;18448560;9224280
SECCIONAL SOGAMOSO;DOCTORADO EN INGENIERÍA;SOGAMOSO;Presencial;INSCRIPCIÓN REGULAR;2;M;1;9224280;6106820
SECCIONAL SOGAMOSO;DOCTORADO EN INGENIERÍA;SOGAMOSO;Presencial;INSCRIPCIÓN REGULAR;1;F;4;54653600;42354560
SECCIONAL SOGAMOSO;DOCTORADO EN INGENIERÍA;SOGAMOSO;Presencial;INSCRIPCIÓN REGULAR;1;M;9;134943400;51924880
SECCIONAL SOGAMOSO;ESPECIALIZACIÓN EN ANALÍTICA ESTRATÉGICA DE DATOS;SOGAMOSO;Otra;INSCRIPCIÓN REGULAR;2;F;2;18448560;15220062
SECCIONAL SOGAMOSO;ESPECIALIZACIÓN EN ANALÍTICA ESTRATÉGICA DE DATOS;SOGAMOSO;Otra;INSCRIPCIÓN REGULAR;2;M;5;46121400;39203190
SECCIONAL SOGAMOSO;ESPECIALIZACIÓN EN ANALÍTICA ESTRATÉGICA DE DATOS;SOGAMOSO;Otra;INSCRIPCIÓN REGULAR;1;F;2;18448560;8763066
SECCIONAL SOGAMOSO;ESPECIALIZACIÓN EN ANALÍTICA ESTRATÉGICA DE DATOS;SOGAMOSO;Otra;INSCRIPCIÓN REGULAR;1;M;3;27672840;17987346
SECCIONAL SOGAMOSO;ESPECIALIZACIÓN EN ANALÍTICA ESTRATÉGICA DE DATOS;SOGAMOSO;Otra;OPCIÓN DE GRADO PREGRADO (RES 16-2009);2;F;5;42431688;33207408
SECCIONAL SOGAMOSO;ESPECIALIZACIÓN EN ANALÍTICA ESTRATÉGICA DE DATOS;SOGAMOSO;Otra;OPCIÓN DE GRADO PREGRADO (RES 16-2009);2;M;8;70104528;59957820
SECCIONAL SOGAMOSO;ESPECIALIZACIÓN EN ANALÍTICA ESTRATÉGICA DE DATOS;SOGAMOSO;Otra;OPCIÓN DE GRADO PREGRADO (RES 16-2009);1;F;18;166079740;139705142
SECCIONAL SOGAMOSO;ESPECIALIZACIÓN EN ANALÍTICA ESTRATÉGICA DE DATOS;SOGAMOSO;Otra;OPCIÓN DE GRADO PREGRADO (RES 16-2009);1;M;14;129139920;106958948
SECCIONAL SOGAMOSO;ESPECIALIZACIÓN EN AUTOMATIZACIÓN INDUSTRIAL;SOGAMOSO;Presencial;INSCRIPCIÓN REGULAR;2;M;2;18448560;16603704
